forma_de_citar,licencia,registros,registros_mexico,doi
Fahy K (2016). SBMNH Vertebrate Zoology. Version 5.1. Santa Barbara Museum of Natural History. Occurrence dataset https://doi.org/10.15468/amfnkq accessed via GBIF.org on 2022-07-07.,CC0 1.0,135,131,https://doi.org/10.15468/amfnkq
"Gerrodette, T. 2004. SWFSC Marine Mammal Survey, MOPS 1987, Cruise 1080. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/191) on yyyy-mm-dd. https://doi.org/10.15468/ettwct accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,134,1,https://doi.org/10.15468/ettwct
"Sarria Salas S, Salazar Marín M C (2018). Fauna y flora asociada a 18 humedales del valle geográfico del río Cauca. Version 4.1. CVC - Corporación Autónoma Regional del Valle del Cauca. Occurrence dataset https://doi.org/10.15472/yguqxm accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,134,0,https://doi.org/10.15472/yguqxm
"Ballance L, Moore J, OBIS-SEAMAP (2022). SWFSC Marine Mammal Survey, STAR 1999, Cruise 1614. Version 2.0. OBIS-SEAMAP. Occurrence dataset https://doi.org/10.15468/pxujws accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,133,129,https://doi.org/10.15468/pxujws
"Sánchez Castrillón J, Reyes Amaya N R (2021). Mamíferos voladores de San Andrés y Providencia - Expedición Sea Flower Plus 2021. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Occurrence dataset https://doi.org/10.15472/gjebnh accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,133,0,https://doi.org/10.15472/gjebnh
"Bolívar- García W, Barona Cortés E, Bolívar W (2019). Análisis de Integridad Biológica  para el Distrito Regional de Manejo Integrado Atuncela. Convenio CVC. Univalle 108 de 2017. Version 2.1. Universidad del Valle. Occurrence dataset https://doi.org/10.15472/o8vvwi accessed via GBIF.org on 2022-07-07.",CC0 1.0,131,0,https://doi.org/10.15472/o8vvwi
"García Morera Y, Carmona Bedoya J, Quijano Abril C J, HMV Ingenieros Ltda, Servicios Ambientales y Geográficos S.A (2022). Biodiversidad asociada al proyecto Línea de Transmisión de Energía Segundo Circuito San Lorenzo - Calizas a 110 kV, Antioquia. Version 1.1. Empresas Públicas de Medellín E.S.P.. Occurrence dataset https://doi.org/10.15472/pdkkgu accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,128,0,https://doi.org/10.15472/pdkkgu
"Sierra Leal J A, Sarmiento J, Carrero D, Acevedo A, Rodríguez P (2020). Colección de Zoología General de la Universidad de Pamplona. Version 2.4. Universidad de Pamplona. Occurrence dataset https://doi.org/10.15472/qmwz8a accessed via GBIF.org on 2022-07-07.",CC BY 4.0,126,0,https://doi.org/10.15472/qmwz8a
"Gerrodette, T. 2004. SWFSC Marine Mammal Survey, MOPS 1990, Cruise 1369. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/203) on yyyy-mm-dd. https://doi.org/10.15468/gb838j accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,123,121,https://doi.org/10.15468/gb838j
"Gerrodette, T. 2004. SWFSC Marine Mammal Survey, PODS 1992, Cruise 1467. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/209) on yyyy-mm-dd. https://doi.org/10.15468/39utxz accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,123,123,https://doi.org/10.15468/39utxz
"Flórez Jaramillo L Á, Bolívar García W (2018). Análisis de integridad biológica en el Parque Natural Regional (PNR) El Vínculo. Version 2.1. Universidad del Valle. Occurrence dataset https://doi.org/10.15472/zi9yqb accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,121,0,https://doi.org/10.15472/zi9yqb
"Chávez C., M. J. Muñozcano y G. Ceballos. 2012. Censo nacional del jaguar y sus presas (1a etapa). TELCEL y TELMEX. Alianza World Wildlife Fund (WWF). Comisión Nacional de Áreas Naturales Protegidas (CONANP). Instituto de Ecología. Bases de datos SNIB-CONABIO (Ejido 20 de noviembre, Calakmul, Campeche), proyecto HE011. México, D. F.",CC BY 4.0,120,120,
"Findley L. T., M. E. Hendrickx, R. C. Brusca, A. M. Van der Heiden, P. A. Hastings y J. Torre. 1998. Formación de una base de datos de la biodiversidad de fauna marina y costera en el Golfo de California. Centro de Investigación y Desarrollo de los Recursos Naturales de Sonora. Bases de datos SNIB-CONABIO, proyecto P104. México, D. F.",CC BY 4.0,120,118,
Bayly N (2022). Cruzando el Caribe - Construyendo la capacidad para el ecoturismo en el Darién y Urabá. Version 2.2. Asociación SELVA: Investigación para la Conservación en el Neotrópico. Occurrence dataset https://doi.org/10.15472/7okxxe accessed via GBIF.org on 2022-07-07.,CC BY-NC 4.0,119,0,https://doi.org/10.15472/7okxxe
CONABIO. 2025. Naturalista. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Bases de datos SNIB-CONABIO. Ciudad de México,CC0 1.0,119,99,
"Dueñas A (2021). Fauna y flora de la cuenca media del río Lebrija en Rionegro, Santander. Version 2.2. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Occurrence dataset https://doi.org/10.15472/s7nkkz accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,118,0,https://doi.org/10.15472/s7nkkz
"Urbán-Ramírez J. 1997. El rorcual común Balaenoptera physalus, en el Golfo de California, México. Universidad Autónoma de Baja California Sur. Bases de datos SNIB-CONABIO, proyecto B040. México, D. F.",CC BY 4.0,118,117,
"Gomez Patiño J C, Carmona Cano E, Aguilar Amaya E M, Grisales F A, Marin D, Téllez L, Rodriguez Ríos D F, Giraldo Gómez S, Rodriguez S, Betancur Huiguita S C, Santana D, Garcés Quintero E Y, Ordoñez Castillo N F, Gómez Monsalve R, Garcia S, Vargas C A, Amador J A, Quintero E A, Palacio S, Gallo S M, Servicios Ambientales y geográficos SAG S.A (2022). Biodiversidad asociada al proyecto Parque Solar Fotovoltaico Tepuy. Version 2.1. Empresas Públicas de Medellín E.S.P.. Occurrence dataset https://doi.org/10.15472/maulhd accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,117,0,https://doi.org/10.15472/maulhd
"Quiroga M E, Ramírez Hernández L M (2021). Biodiversidad asociada al proyecto de aprovechamiento de recursos minerales Queresas y Porvenir en el municipio de Planeta Rica. Version 1.3. Cerro Matoso S.A. Occurrence dataset https://doi.org/10.15472/73gq8n accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,117,0,https://doi.org/10.15472/73gq8n
"Cárdenas G (2021). Inventarios de Fauna y Flora en Relictos de Bosque en el Enclave Seco del Río Amaime, Valle del Cauca. Version 11.2. WCS Colombia. Occurrence dataset https://doi.org/10.15472/sbdvqt accessed via GBIF.org on 2022-07-07.",CC0 1.0,115,0,https://doi.org/10.15472/sbdvqt
"Santos, M. 2024. Environmental Baseline of the Terrestrial Influence Area of Jaguar Terminal Terrestre de Etano Project, TQPM. Environmental Resources Management (ERM), México. Base de datos SNIB-CONABIO, proyecto Z071. Ciudad de México",CC BY 4.0,115,115,
Barrera Zambrano V A (2022). Inventarios de la biodiversidad en el piedemonte subandino de Yopal. Version 2.3. Asociación de Becarios del Casanare. Occurrence dataset https://doi.org/10.15472/xfh8lc accessed via GBIF.org on 2022-07-07.,CC BY-NC 4.0,114,0,https://doi.org/10.15472/xfh8lc
"Manterola y Piña C. 2000. Censo aéreo de poblaciones de borrego cimarrón (Ovis canadensis cremnobates) en Baja California, México. Unidos para la Conservación A. C. Bases de datos SNIB-CONABIO, proyecto U017. México, D. F.",CC BY 4.0,112,112,
"Salazar Giraldo E, Vahos M, Restrepo D F, Restrepo A, Acevedo J F, Arango S, Vega J, Ospina A, Guzmán D F, Monsalve J (2021). Registros de flora y fauna asociados al estudio de diagnóstico para la declaratoria del Área de Recreación Humedal El Trianón – La Heliodora. Área Metropolitana del Valle de Aburrá. Occurrence dataset https://doi.org/10.15472/fnszud accessed via GBIF.org on 2022-07-07.",CC BY 4.0,112,0,https://doi.org/10.15472/fnszud
"Serna-González M, Mejía W, Rivera Gomez J, Saravia Ruiz P (2021). Caracterización de Fauna del Banco de Hábitat del Bosque Seco Tropical Antioquia de Terrasos. Version 1.5. TERRASOS. Occurrence dataset https://doi.org/10.15472/l2c4le accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,111,0,https://doi.org/10.15472/l2c4le
"Salazar Giraldo E, Vahos M, Restrepo F, Molina S, Gutiérrez Ruiz K H, Cardona Naranjo F A, Posada Herrera J M, Salazar Gil N A, González J D, Salas G P, Giraldo J P, Jaramillo Hernández J D, Castañeda López M J, Ocampo E P, Uribe Franco A, Hinestroza V, Suárez L (2021). Registros de flora y fauna presentes en el Cerro Tutelar de Envigado, asociados al estudio de ampliación del Área de Recreación Humedal El Trianón – La Heliodora. Version 1.1. Área Metropolitana del Valle de Aburrá. Occurrence dataset https://doi.org/10.15472/lb4zia accessed via GBIF.org on 2022-07-07.",CC BY 4.0,110,0,https://doi.org/10.15472/lb4zia
"Gerrodette, T. 2004. SWFSC Marine Mammal Survey, MOPS 1986, Cruise 0990. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/189) on yyyy-mm-dd. https://doi.org/10.15468/jdydkj accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,106,39,https://doi.org/10.15468/jdydkj
Olaciregui C (2017). Evaluación de la presencia de 'Marmosa robinsoni' e inventario de mamíferos en el Departamento del Atlántico. Fundación Botánica y Zoológica de Barranquilla. Occurrence dataset https://doi.org/10.15472/54fglv accessed via GBIF.org on 2022-07-07.,CC0 1.0,106,0,https://doi.org/10.15472/54fglv
"Bolívar- García W, Barona Cortés E, Giraldo López A (2019). Análisis de Integridad Biológica en la Reserva Forestal Protectora Regional Bitaco. Convenio CVC- Univalle 108 de 2017. Version 2.2. Universidad del Valle. Occurrence dataset https://doi.org/10.15472/rydunn accessed via GBIF.org on 2022-07-07.",CC0 1.0,105,0,https://doi.org/10.15472/rydunn
"Naranjo-Piñera E. J. 2013. Conocimiento integral del tapir (Tapirus bairdii) y el pecari de labios blancos (Tayassu pecari) en México. Unidad San Cristóbal de las Casas. El Colegio de la Frontera Sur. Bases de datos SNIB-CONABIO, proyecto HK014. México, D. F.",CC BY 4.0,105,105,
Conservation International. Rapid Assessment Program (RAP) Biodiversity Survey Database. Occurrence dataset https://doi.org/10.15468/tsrjm0 accessed via GBIF.org on 2022-07-07.,CC BY 4.0,104,0,https://doi.org/10.15468/tsrjm0
"Ecopetrol. S.A., Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (2022). Mamíferos de la Ecoreserva Predio Refinería (Barrancabermeja, Santander) - Proyecto FIBRAS. Version 1.2. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Occurrence dataset https://doi.org/10.15472/rmpphj accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,103,0,https://doi.org/10.15472/rmpphj
"Ramirez Hernandez L M (2019). Estudio de Biodiversidad Mina Calenturitas, Temporada de Lluvias. INERCO Consultoría Colombia. Occurrence dataset https://doi.org/10.15472/uecnoz accessed via GBIF.org on 2022-07-07.",CC BY 4.0,103,0,https://doi.org/10.15472/uecnoz
"Ecopetrol S.A., Ambienciq ingenieros, Antea Colombia S.A.S. (2022). Biodiversidad asociada a la modificación del Plan de Manejo Ambiental Integral de Mares. Version 1.1. Ecopetrol S.A.. Occurrence dataset https://doi.org/10.15472/gt8swr accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,102,0,https://doi.org/10.15472/gt8swr
"Dillman C, Dardia C (2018). CUMV Mammal Collection. Version 27.17. Cornell University Museum of Vertebrates. Occurrence dataset https://doi.org/10.15468/kkgkne accessed via GBIF.org on 2022-07-07.",CC0 1.0,101,97,https://doi.org/10.15468/kkgkne
"NUÑEZ ZABALA G, Nuñez G (2021). Inventario de Aves y Mamíferos en humedales del departamento de Córdoba. Version 3.3. CVS - Corporación Autónoma Regional de los Valles del Sinú y del San Jorge-. Occurrence dataset https://doi.org/10.15472/qkfkbl accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,101,0,https://doi.org/10.15472/qkfkbl
"Acevedo-Charry O, Borja-Acosta K (2022). Colección de Sonidos Ambientales del Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH-CSA). Version 10.4. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Occurrence dataset https://doi.org/10.15472/scqpmf accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,99,0,https://doi.org/10.15472/scqpmf
CONABIO. 2019. Naturalista. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Bases de datos SNIB-CONABIO. Ciudad de México,CC0 1.0,99,99,
CONABIO. 2025. Naturalista. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Bases de datos SNIB-CONABIO. Ciudad de México,CC BY-SA 4.0,99,98,
"Atuesta Dimian N, Herrera Collazos E (2021). Mamíferos medianos y grandes observados en la expedición al Río Apaporis - Proyecto Colombia BIO. Version 2.3. Instituto Amazónico de Investigaciones Científicas - SINCHI. Occurrence dataset https://doi.org/10.15472/zj4wsh accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,97,0,https://doi.org/10.15472/zj4wsh
"Chávez-León G. 2006. Inventario florístico y faunístico del Parque Nacional Barranca del Cupatitzio, Michoacán. Instituto Nacional de Investigaciones Forestales, Agrícolas y Pecuarias (INIFAP). Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación (SAGARPA). Bases de datos SNIB-CONABIO, proyecto AS014. México, D. F.",CC BY 4.0,97,97,
"Gerrodette, T. 2004. SWFSC Marine Mammal Survey, PODS 1993, Cruise 1508. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/213) on yyyy-mm-dd. https://doi.org/10.15468/wfs5es accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,97,97,https://doi.org/10.15468/wfs5es
"Pérez K, Vasquez Valderrama M (2017). Fauna y flora del municipio de Lipa, Arauca. Version 1.3. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Occurrence dataset https://doi.org/10.15472/ysgktc accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,96,0,https://doi.org/10.15472/ysgktc
"Perez Henao P A, Cuartas palacio L F, García R, Luna D, Arango C, Buitrago J, Castaño D, Espinal T, GESTIÓN Y DISEÑOS ELÉCTRICOS S.A. - GDEL (2022). Fauna y flora asociada al proyecto Línea de Transmisión a 110kV La Ceja - Sonsón. Version 2.1. Empresas Públicas de Medellín E.S.P.. Occurrence dataset https://doi.org/10.15472/cvqzkg accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,95,0,https://doi.org/10.15472/cvqzkg
National Ecological Observatory Network (2022). NEON Biorepository Mammal Collection (DNA Extracts). Occurrence dataset https://doi.org/10.15468/6mxmvr accessed via GBIF.org on 2022-07-07.,CC0 1.0,94,0,https://doi.org/10.15468/6mxmvr
"Flórez Jaramillo L Á, Vargas-Figueroa J A, Arboleda González S, Guerrero Angulo C A, Sánchez Martínez M A, Ferro Muñoz L N (2021). Establecimiento de un área protegida en el Alto y Bajo Calima, área clave de biodiversidad en el Valle del Cauca, Colombia. Version 1.3. Fundación Trópico. Occurrence dataset https://doi.org/10.15472/ukf4rm accessed via GBIF.org on 2022-07-07.",CC BY 4.0,93,0,https://doi.org/10.15472/ukf4rm
iNaturalistMX. Disponible en https://mexico.inaturalist.org. Acceso 16 de febrero de 2024,CC0 1.0,93,93,
"Ford, G. and J. Casey. 2013. MMS Ship survey, SCB 1975-1978. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/52) on yyyy-mm-dd. https://doi.org/10.15468/7h8x5f accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,92,92,https://doi.org/10.15468/7h8x5f
"Serrano, A. 2011. Cetacean diversity, distribution, and abundance in northern Veracruz, Mexico. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/530) on yyyy-mm-dd. https://doi.org/10.15468/26bu9f accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,90,90,https://doi.org/10.15468/26bu9f
"Dunn, C. 2006. Bahamas Marine Mammal Research Organisation Strandings. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/327) on yyyy-mm-dd. https://doi.org/10.15468/6bm9ap accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,89,0,https://doi.org/10.15468/6bm9ap
"León P. L., V. Z. A. Ávila. 2012. Actualización de la base de datos de la Colección de mamíferos del Museo de Zoología 'Alfonso L. Herrera'. Colección Maztozoológica MZFC. Facultad de Ciencias. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyectos EC010, J123, M099, B002 y H160. México, D. F.",CC BY 4.0,89,89,
iNaturalistMX. Disponible en https://mexico.inaturalist.org. Acceso 16 de febrero de 2024,CC BY-SA 4.0,89,89,
"Acevedo-Charry O, Borja-Acosta K (2021). Mamíferos del municipio El Carmen de Chucurí, Santander - Proyecto Santander BIO. Version 3.2. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Occurrence dataset https://doi.org/10.15472/xaoxsq accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,88,0,https://doi.org/10.15472/xaoxsq
"Pedraza A, Ingenieros Consultores (2022). Biodiversidad en la Central Térmica Cartagena. Enel Colombia. Occurrence dataset https://doi.org/10.15472/nqofdu accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,88,0,https://doi.org/10.15472/nqofdu
Barrera Zambrano V A (2018). Línea base biótica del proyecto de Restauración Ecológica Re-Viva La Primavera. Asociación de Becarios del Casanare. Occurrence dataset https://doi.org/10.15472/edexax accessed via GBIF.org on 2022-07-07.,CC BY-NC 4.0,84,0,https://doi.org/10.15472/edexax
"Delgado Chaves A F, Cabrera Ojeda C D, Lasso Lasso L G (2022). Caracterización de la diversidad de mamíferos del Parque Tecnológico Ambiental Antanas (PTAA), Pasto - Nariño. Asociación GAICA. Occurrence dataset https://doi.org/10.15472/wdybxt accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,84,0,https://doi.org/10.15472/wdybxt
"Morales Martínez D, Herrera-Collazos E E (2018). Murciélagos observados en la transición Andino Amazónica del departamento del Caquetá - Proyecto Colombia BIO. Version 1.3. Instituto Amazónico de Investigaciones Científicas - SINCHI. Occurrence dataset https://doi.org/10.15472/mbi1ev accessed via GBIF.org on 2022-07-07.",CC BY 4.0,84,0,https://doi.org/10.15472/mbi1ev
"Bessesen, B. 2011. Multi-species marine sighting survey in Golfo Dulce, Costa Rica, Jan-Feb 2010. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/708) on yyyy-mm-dd. https://doi.org/10.15468/9jk67z accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,83,0,https://doi.org/10.15468/9jk67z
"Morales-Vela B., B. Prado y C. Pozo. 2016. Fortalecimiento de las colecciones de ECOSUR. Primera fase. El Colegio de la Frontera Sur. Bases de datos SNIB-CONABIO (colección de mamíferos marinos de Chetumal), proyectos ME006, P028 y B114. Ciudad de México",CC BY 4.0,81,81,
"Miranda Cortes L M, Ávila R C (2021). Caracterización y monitoreo de fauna silvestre  en el área de influencia directa de Hidrocasanare- Yopal del 2014 a 2017. Version 1.2. Cunaguaro Consultores LTDA. Occurrence dataset https://doi.org/10.15472/jao8al accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,80,0,https://doi.org/10.15472/jao8al
"Guzmán D C, Rodriguez Penagos G A, Roncancio Duque N J, Velez Vanegas L A (2021). Monitoreo de la ocupación de la Danta de montaña (Tapirus pinchaque) en el Parque Nacional Natural Las Hermosas Gloria Castaño de Valencia para 2017 y 2018. Version 1.1. Parques Nacionales Naturales de Colombia. Sampling event dataset https://doi.org/10.15472/dkbvv4 accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,78,0,https://doi.org/10.15472/dkbvv4
"Alviz Á, Pérez-Albarracín K (2018). Caracterización de fauna para el establecimiento de nuevas Reservas Naturales de la Sociedad Civil en Arauca. Fundación Orinoquia Biodiversa (FOB). Occurrence dataset https://doi.org/10.15472/n2c9up accessed via GBIF.org on 2022-07-07.",CC0 1.0,77,0,https://doi.org/10.15472/n2c9up
"Ruano Meneses L A, Velasco N, Perez Castillo K, Velasco N (2021). Fauna de la Reserva Forestal Protectora Natural Quebrada Valenzuela  bajo el Convenio Interadmisnitrativo No 0018 celebrado entre CVC-INCIVA. Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca - INCIVA. Occurrence dataset https://doi.org/10.15472/okipnh accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,77,0,https://doi.org/10.15472/okipnh
"Martínez-Quintero J, Velasquez Roa T, Ortiz-navia J O (2022). Fauna y flora asociada al plan de manejo del Parque Natural Regional El Vinculo, municipio Guadalajara de Buga, Valle del Cauca. Version 1.3. Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca - INCIVA. Occurrence dataset https://doi.org/10.15472/seomnb accessed via GBIF.org on 2022-07-07.",CC BY 4.0,76,0,https://doi.org/10.15472/seomnb
"Dueñas Cepeda J A, Gutierrez Triana L A (2021). Monitoreo de fauna silvestre en el Proyecto Vial 4G Bucaramanga-Barrancabermeja-Yondó (BBY). Version 1.2. Biotica Consultores Ltda. Occurrence dataset https://doi.org/10.15472/e3eljx accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,75,0,https://doi.org/10.15472/e3eljx
"Bermúdez Vera J C, Méndez Vargas E, Salazar Marín M C (2018). Registros biológicos de predios promocionados como Reservas Naturales de la Sociedad Civil-RNSC en el Cañón de Amaime, municipio El Cerrito, Valle del Cauca, Colombia.. Version 2.2. CVC - Corporación Autónoma Regional del Valle del Cauca. Occurrence dataset https://doi.org/10.15472/91onjh accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,74,0,https://doi.org/10.15472/91onjh
"Cuarón-Orozco A. D. 2001. Determinantes ambientales de la abundancia de vertebrados terrestres en la región Lacandona: Primera fase. Instituto de Ecología. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto R062. México, D. F.",CC BY 4.0,74,74,
Queensland Museum (2021). Queensland Museum provider for OZCAM. Occurrence dataset https://doi.org/10.15468/lotsye accessed via GBIF.org on 2022-07-07.,CC BY 4.0,74,40,https://doi.org/10.15468/lotsye
"Villegas M, Moreno J S (2021). Monitoreo y seguimiento de fauna terrestre para el AID y AII de la  Central Hidráulica de Calima. 2018. Version 1.1. Corporación Paisajes Rurales. Occurrence dataset https://doi.org/10.15472/edwl8t accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,74,0,https://doi.org/10.15472/edwl8t
"Galvis G, Galvis G (2019). Caracterización biológica de la ventana de biodiversidad del Complejo Cenagoso de Zapatosa, Municipio de Chimichagua, Cesar, Colombia. Version 1.2. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Occurrence dataset https://doi.org/10.15472/y7tcpn accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,73,0,https://doi.org/10.15472/y7tcpn
"Garrison, L. 2013. SEFSC Caribbean Survey 2000. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/7) on yyyy-mm-dd. https://doi.org/10.15468/7qwxqj accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,72,0,https://doi.org/10.15468/7qwxqj
"Martinez S (2019). Monitoreo participativo de fauna presente en Bosque Seco de los departamentos de Bolivar, Huila y La guajira. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Occurrence dataset https://doi.org/10.15472/wvrh3w accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,72,0,https://doi.org/10.15472/wvrh3w
Opitz C (2020). SUI Vertebrate Collection. Version 6.1. University of Iowa Museum of Natural History. Occurrence dataset https://doi.org/10.15468/xpsbyo accessed via GBIF.org on 2022-07-07.,CC0 1.0,72,62,https://doi.org/10.15468/xpsbyo
"Sierra Paz S, Caceres Franco A D P (2022). Mamíferos en el Ecoparque Pance - Cali, Fase I y II Proceso de declaratoria de un área protegida de carácter público. Version 2.4. Corporación para la gestión ambiental Biodiversa. Occurrence dataset https://doi.org/10.15472/uty1md accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,72,0,https://doi.org/10.15472/uty1md
"Gerrodette, T. 2004. SWFSC Marine Mammal Survey, MOPS 1989, Cruise 1268. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/201) on yyyy-mm-dd. https://doi.org/10.15468/d2v766 accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,70,37,https://doi.org/10.15468/d2v766
"Rojas V, Quintana Vargas A (2021). Mamíferos de la desembocadura del caño Teracay en el río Tomo, Puerto Carreño, Vichada - Proyecto Colombia Bio. Version 1.5. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Occurrence dataset https://doi.org/10.15472/lizp01 accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,70,0,https://doi.org/10.15472/lizp01
"Villegas M, Lozano Zambrano F H (2018). Monitoreo y seguimiento de fauna terrestre para el AID y AII de la  Central Hidroeléctrica de Calima. 2017-B.. Corporación Paisajes Rurales. Occurrence dataset https://doi.org/10.15472/fjek7t accessed via GBIF.org on 2022-07-07.",CC BY 4.0,70,0,https://doi.org/10.15472/fjek7t
"Navarro-Sigüenza A. G. y J. A. Meave-de Castillo. 1998. Inventario de la biodiversidad de vertebrados terrestres de los Chimalapas, Oaxaca. Facultad de Ciencias. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO (vertebrados y plantas), proyecto B002. México, D. F.",CC BY 4.0,68,68,
"Barrera Zambrano V A (2018). Inventario Murciélagos Finca Naranjito, Aracal, Yopal, Casanare. Version 2.5. Asociación de Becarios del Casanare. Occurrence dataset https://doi.org/10.15472/bohqlu accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,67,0,https://doi.org/10.15472/bohqlu
"Galvis G, Galvis G (2017). Tejidos colectados en la ventana de biodiversidad del Complejo Cenagoso de Zapatosa, Municipio de Chimichagua, Cesar, Colombia.. Version 1.1. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Occurrence dataset https://doi.org/10.15472/xzls5x accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,67,0,https://doi.org/10.15472/xzls5x
Natural History Museum (2024). Natural History Museum (London) Collection Specimens. Occurrence dataset https://doi.org/10.5519/qd.k6hd6rqe accessed via GBIF.org on 2024-07-31.,CC0 1.0,67,0,https://doi.org/10.5519/qd.k6hd6rqe
"Quesada Lara J, Agulló Villaronga J (2022). Museu de Ciències Naturals de Barcelona: MCNB-Cord. Museu de Ciències Naturals de Barcelona. Occurrence dataset https://doi.org/10.15468/yta7zj accessed via GBIF.org on 2022-07-07.",CC BY 4.0,67,2,https://doi.org/10.15468/yta7zj
"Moreno Santoyo E. 2020. Proyecto de Licuefacción de Gas Natural en Energía Costa Azul. ECA Liquefaction S. de R.L. de C.V. Ensenada, BC. México. Bases de datos SNIB-CONABIO (fauna-recaptura), proyecto Z069. Ciudad de México",CC BY 4.0,66,66,
"Villegas M, Moreno J (2019). Monitoreo y seguimiento de fauna silvestre terrestre para el AID y AII de la Central Hidráulica Cucuana. 2018-IIS. Corporación Paisajes Rurales. Occurrence dataset https://doi.org/10.15472/md59z2 accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,66,0,https://doi.org/10.15472/md59z2
